,상가업소번호,상호명,상권업종대분류명,상권업종소분류명,지번주소,도로명주소
11111,MA010120220803953566,이공일건축사사무소,과학·기술,건축 설계 및 관련 서비스업,세종특별자치시 세종특별자치시 조치원읍 서창리 142-5,세종특별자치시 세종특별자치시 조치원읍 돌마루길 13
11112,MA010120220803959882,조치원인력공사,시설관리·임대,고용 알선업,세종특별자치시 세종특별자치시 조치원읍 정리 66-1,세종특별자치시 세종특별자치시 조치원읍 새내8길 18
11113,MA010120220803943554,이만섭법무사사무소,과학·기술,법무사,세종특별자치시 세종특별자치시 보람동 721,세종특별자치시 세종특별자치시 한누리대로 2144
11114,MA010120220803926426,르쁘띠파티세리,음식,빵/도넛,세종특별자치시 세종특별자치시 소담동 531,세종특별자치시 세종특별자치시 소담8로 22
11115,MA010120220803932972,킹스옴므,소매,남성 의류 소매업,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로 22
11116,MA010120220803928679,파워라인,시설관리·임대,건축물 일반 청소업,세종특별자치시 세종특별자치시 조치원읍 침산리 54-2,세종특별자치시 세종특별자치시 조치원읍 행복8길 7
11117,MA010120220803959834,한성공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 조치원읍 침산리 251-1,세종특별자치시 세종특별자치시 조치원읍 행복9길 20
11118,MA010120220803869018,러블리제이,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 고운동 1380,세종특별자치시 세종특별자치시 마음로 272-28
11119,MA010120220803878271,디온엠,소매,가구 소매업,세종특별자치시 세종특별자치시 도담동 660,세종특별자치시 세종특별자치시 보듬3로 8-20
11120,MA010120220803878406,딩동세종협동조합,과학·기술,시각 디자인업,세종특별자치시 세종특별자치시 보람동 742,세종특별자치시 세종특별자치시 한누리대로 2143
11121,MA010120220803873770,부강삼거리식당,음식,백반/한정식,세종특별자치시 세종특별자치시 부강면 부강리 519-5,세종특별자치시 세종특별자치시 부강면 부강외천로 3
11122,MA010120220803874104,아이러브공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 나성동 768,세종특별자치시 세종특별자치시 한누리대로 234
11123,MA010120220803874429,제리포터리,교육,기타 예술/스포츠 교육기관,세종특별자치시 세종특별자치시 소담동 572,세종특별자치시 세종특별자치시 소담로 93
11124,MA010120220803879306,논술플러스학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
11125,MA010120220803879942,강남프라임학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 조치원읍 신흥리 228-1,세종특별자치시 세종특별자치시 조치원읍 대첩로 75
11126,MA010120220803838435,예스빅토리아,시설관리·임대,건축물 일반 청소업,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로 22
11127,MA010120220803834875,샐요일,음식,피자,세종특별자치시 세종특별자치시 아름동 1292,세종특별자치시 세종특별자치시 보듬3로 92
11128,MA010120220803839954,문화기획그룹이상,시설관리·임대,전시/컨벤션/행사 대행 서비스업,세종특별자치시 세종특별자치시 장군면 대교리 176-1,세종특별자치시 세종특별자치시 장군면 대교길 71
11129,MA010120220803840803,마음아트미술학원,교육,미술학원,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
11130,MA010120220803849851,시야갤러리,소매,예술품 소매업,세종특별자치시 세종특별자치시 전의면 관정리 311,세종특별자치시 세종특별자치시 전의면 왕의물로 217-11
11131,MA010120220803840709,새롬기타학원,교육,음악학원,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
11132,MA010120220803840938,세종뉴스터디수학학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 대평동 699,세종특별자치시 세종특별자치시 한누리대로 2257
11133,MA010120220803841756,파스퇴르세종,소매,우유 소매업,세종특별자치시 세종특별자치시 조치원읍 침산리 256-5,세종특별자치시 세종특별자치시 조치원읍 충현로 195
11134,MA010120220803846980,세종틴팅멀티샵,수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 다정동 704,세종특별자치시 세종특별자치시 다정5길 23
11135,MA010120220804017621,"153컴퓨터,영상,음향,시스템",수리·개인,컴퓨터/노트북/프린터 수리업,세종특별자치시 세종특별자치시 조치원읍 번암리 67-5,세종특별자치시 세종특별자치시 조치원읍 허만석로 53-17
11136,MA010120220804050656,지성공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 연서면 봉암리 112-31,세종특별자치시 세종특별자치시 연서면 당산로 373-1
11137,MA010120220804147089,아기숟가락,음식,백반/한정식,세종특별자치시 세종특별자치시 도담동 638,세종특별자치시 세종특별자치시 보듬4로 111
11138,MA010120220804147095,셀비홈앤,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 새롬동 599,세종특별자치시 세종특별자치시 새롬남로 17
11139,MA010120220804155467,려원풍천민물장어,음식,해산물 구이/찜,세종특별자치시 세종특별자치시 나성동 799,세종특별자치시 세종특별자치시 나성북로 15
11140,MA010120220804147204,두리두리매점,소매,슈퍼마켓,세종특별자치시 세종특별자치시 조치원읍 남리 366,세종특별자치시 세종특별자치시 조치원읍 장안로 59
11141,MA010120220804155832,아트웍스,음식,카페,세종특별자치시 세종특별자치시 어진동 666,세종특별자치시 세종특별자치시 가름로 180
11142,MA010120220804147488,사IREDU,과학·기술,기타 엔지니어링 서비스업,세종특별자치시 세종특별자치시 조치원읍 신안리 389-8,세종특별자치시 세종특별자치시 조치원읍 섭골길 20
11143,MA010120220804156258,큰길공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 대평동 677,세종특별자치시 세종특별자치시 대평로 75
11144,MA010120220804152735,세움공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 연동면 응암리 780-1,세종특별자치시 세종특별자치시 연동면 청연로 368
11145,MA010120220804157476,세종시이에스지협회,소매,서점,세종특별자치시 세종특별자치시 조치원읍 침산리 168-1,세종특별자치시 세종특별자치시 조치원읍 충현로 98-6
11146,MA010120220804144249,배용대바버샵,수리·개인,미용실,세종특별자치시 세종특별자치시 어진동 547,세종특별자치시 세종특별자치시 절재로 194
11147,MA010120220804157704,바디앤솔세종,교육,요가/필라테스 학원,세종특별자치시 세종특별자치시 소담동 540,세종특별자치시 세종특별자치시 한누리대로 2012
11148,MA010120220804149225,베트남노상식당,음식,베트남식 전문,세종특별자치시 세종특별자치시 가람동 970,세종특별자치시 세종특별자치시 금송로 687
11149,MA010120220804154148,씨유세종호려울마을5단지,소매,편의점,세종특별자치시 세종특별자치시 보람동 783,세종특별자치시 세종특별자치시 남세종로 441
11150,MA010120220804153826,장백산중화요리,음식,중국집,세종특별자치시 세종특별자치시 부강면 노호리 358-3,세종특별자치시 세종특별자치시 부강면 시목부강로 316
11151,MA010120220804150151,나우커피세종,음식,카페,세종특별자치시 세종특별자치시 반곡동 36-7,세종특별자치시 세종특별자치시 반곡로 13
11152,MA010120220804146051,더참맛수육국밥,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 다정동 970,세종특별자치시 세종특별자치시 가온로 10
11153,MA010120220804146624,보리주머니,음식,백반/한정식,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
11154,MA010120220804154752,송림공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 고운동 1379,세종특별자치시 세종특별자치시 마음로 272-22
11155,MA010120220804155072,세종아트,소매,예술품 소매업,세종특별자치시 세종특별자치시 조치원읍 신안리 360-7,세종특별자치시 세종특별자치시 조치원읍 섭골길 54
11156,MA010120220804151270,문구야놀자,소매,문구/회화용품 소매업,세종특별자치시 세종특별자치시 고운동 1720,세종특별자치시 세종특별자치시 마음로 70
11157,MA010120220804093520,뉴세종모텔,숙박,여관/모텔,세종특별자치시 세종특별자치시 조치원읍 원리 11-21,세종특별자치시 세종특별자치시 조치원읍 으뜸길 202
11158,MA010120220804142717,킴스,교육,레크리에이션 교육기관,세종특별자치시 세종특별자치시 조치원읍 정리 54-1,세종특별자치시 세종특별자치시 조치원읍 새내8길 36-6
11159,MA010120220804155694,라연,시설관리·임대,의류 대여업,세종특별자치시 세종특별자치시 보람동 741,세종특별자치시 세종특별자치시 한누리대로 2149
11160,MA010120220804139384,돌솥순두부,음식,백반/한정식,세종특별자치시 세종특별자치시 금남면 발산리 269-2,세종특별자치시 세종특별자치시 금남면 발산1길 57
11161,MA010120220804125936,싱그레스튜디오,교육,기타 예술/스포츠 교육기관,세종특별자치시 세종특별자치시 다정동 944,세종특별자치시 세종특별자치시 다정중앙로 53
11162,MA010120220804152409,씨엔에이,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 어진동 669,세종특별자치시 세종특별자치시 갈매로 363
11163,MA010120220804140106,피자마루세종첫,음식,피자,세종특별자치시 세종특별자치시 한솔동 940,세종특별자치시 세종특별자치시 노을3로 19
11164,MA010120220804126387,대한민국특수임무유공자회세종시지부,시설관리·임대,건축물 일반 청소업,세종특별자치시 세종특별자치시 조치원읍 침산리 256-7,세종특별자치시 세종특별자치시 조치원읍 충현로 191
11165,MA010120220804140616,세종우리공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 연서면 월하리 660-7,세종특별자치시 세종특별자치시 연서면 세종로 2136
11166,MA010120220804153156,편의점,소매,편의점,세종특별자치시 세종특별자치시 나성동 815,세종특별자치시 세종특별자치시 국세청로 32
11167,MA010120220804140777,뷰커피#,음식,카페,세종특별자치시 세종특별자치시 장군면 봉안리 38,세종특별자치시 세종특별자치시 장군면 당암길 42
11168,MA010120220804133907,바른상속,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로 22
